koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,0.0,1,0,1,0,0.612888148,4.56e-06,-4.56e-06,131.96372,0.00693,-0.00693,0.534,0.007,-0.505,2.822,0.238,-0.238,43.1,3.4,-3.4,0.93,0.31,-0.15,2796.0,14401.76,13652.09,-5836.12,15.9,1.0,6720.0,161.0,-261.0,4.276,0.087,-0.203,1.368,0.453,-0.226,292.29239,49.955441,13.725
FALSE POSITIVE,,1,0,0,1,0.445277068,1.43e-06,-1.43e-06,133.52312,0.00252,-0.00252,1.2962,0.1082,-0.259,3.539,0.276,-0.276,187.0,7.8,-7.8,35.74,14.1,-3.49,2562.0,10177.11,11671.33,-2940.16,28.9,1.0,6167.0,156.0,-205.0,4.444,0.045,-0.264,1.064,0.419,-0.104,297.10349,47.64357,15.343
FALSE POSITIVE,0.0,0,0,1,0,2.685223546,1.34e-06,-1.34e-06,133.731821,0.00041,-0.00041,1.28,0.186,-0.18,4.0632,0.0228,-0.0228,5490.0,27.6,-27.6,28.98,5.52,-1.98,1111.0,360.92,220.28,-82.73,238.7,1.0,5552.0,180.0,-163.0,4.62,0.038,-0.12,0.719,0.137,-0.049,294.83679,40.265598,15.828
CANDIDATE,1.0,0,0,0,0,20.51360192,8.35e-05,-8.35e-05,357.49424,0.0031,-0.0031,0.703,0.017,-0.52,3.4769,0.0947,-0.0947,1170.0,41.1,-41.1,2.58,0.36,-0.23,540.0,20.15,9.98,-5.61,32.3,1.0,5310.0,185.0,-185.0,4.608,0.045,-0.078,0.704,0.1,-0.062,281.60541,42.390419,15.406
CONFIRMED,1.0,0,1,0,0,1.72086129,7.1e-08,-7.1e-08,133.0209998,3.4e-05,-3.4e-05,0.725,0.005,-0.005,2.0243,0.00533,-0.00533,10200.0,8.1,-8.1,13.25,0.85,-1.05,1647.0,1743.61,394.07,-379.62,1654.9,1.0,5742.0,115.0,-115.0,4.297,0.055,-0.045,1.215,0.078,-0.096,286.11032,43.680962,14.309
FALSE POSITIVE,0.0,0,1,0,0,1.077358008,1.89e-07,-1.89e-07,131.600551,0.000138,-0.000138,0.619,0.014,-0.01,3.6713,0.0092,-0.0092,311000.0,653.0,-653.0,70.64,22.4,-12.1,1925.0,3242.53,3570.72,-1500.5,537.4,1.0,6100.0,298.0,-364.0,4.397,0.112,-0.208,1.064,0.338,-0.182,297.09329,46.132381,14.146
CANDIDATE,,0,0,0,0,28.24753303,,,136.0869137,,,,,,13.2,,,,,,,,,,,,,,2.0,,,,,,,,,,289.84402,40.262741,15.929
CONFIRMED,0.987,0,0,0,0,5.19492747,2.78e-05,-2.78e-05,131.62458,0.00432,-0.00432,0.093,0.376,-0.093,3.167,0.132,-0.132,273.0,19.3,-19.3,2.03,0.66,-0.26,1238.0,554.37,533.78,-195.42,16.5,1.0,6415.0,177.0,-243.0,4.374,0.065,-0.208,1.224,0.4,-0.16,290.86771,38.960121,15.598
FALSE POSITIVE,,1,0,0,0,586.63177,0.0142,-0.0142,227.5013,0.0195,-0.0195,0.0345,0.425,-0.0345,7.299,0.65,-0.65,200.0,29.5,-29.5,1.18,0.85,-0.13,189.0,0.3,0.73,-0.08,8.4,1.0,5228.0,175.0,-136.0,4.471,0.093,-0.497,0.854,0.616,-0.094,286.38165,44.879082,13.416
FALSE POSITIVE,0.0,0,1,0,0,36.12895451,4.41e-05,-4.41e-05,388.551318,0.000813,-0.000813,1.474,70.28,-1.154,2.2348,0.0442,-0.0442,3760.0,68.8,-68.8,53.72,15.7,-6.71,546.0,21.05,18.4,-7.11,66.3,1.0,5921.0,175.0,-211.0,4.484,0.065,-0.195,0.912,0.266,-0.114,289.60678,39.938332,15.6
FALSE POSITIVE,0.0,0,1,1,0,1.222127938,4.18e-07,-4.18e-07,131.81559,0.000287,-0.000287,1.258,0.645,-0.199,2.2613,0.0148,-0.0148,2490.0,13.6,-13.6,30.32,4.43,-3.52,1470.0,1107.41,548.37,-331.78,200.9,1.0,5157.0,170.0,-139.0,4.465,0.108,-0.144,0.87,0.127,-0.101,296.23392,51.141869,14.73
FALSE POSITIVE,0.001,0,0,1,0,0.979442525,2.26e-06,-2.26e-06,132.42297,0.00202,-0.00202,0.388,0.084,-0.388,1.0348,0.0521,-0.0521,469.0,22.2,-22.2,1.64,0.31,-0.13,1567.0,1420.01,873.27,-378.48,27.0,1.0,5532.0,193.0,-193.0,4.607,0.04,-0.12,0.745,0.139,-0.06,298.14053,40.073872,15.747
FALSE POSITIVE,,1,0,0,0,372.62637,0.0268,-0.0268,307.8836,0.0505,-0.0505,0.5353,0.0665,-0.4137,18.52,2.4,-2.4,542.0,73.4,-73.4,2.38,1.0,-0.21,258.0,1.05,1.31,-0.29,11.9,,6014.0,154.0,-212.0,4.486,0.04,-0.299,0.993,0.419,-0.087,289.94693,41.802818,15.412
FALSE POSITIVE,,1,0,0,0,164.689421,0.00378,-0.00378,287.2483,0.0147,-0.0147,0.5312,0.0524,-0.4692,1.847,0.592,-0.592,521.0,136.0,-136.0,2.24,0.82,-0.21,340.0,3.15,3.33,-0.88,4.6,2.0,6089.0,153.0,-198.0,4.495,0.044,-0.272,0.95,0.347,-0.088,295.19983,46.731731,15.377
FALSE POSITIVE,0.0,0,1,1,1,2.189090653,4.37e-06,-4.37e-06,132.08535,0.00181,-0.00181,1.238,1.492,-0.058,5.2094,0.086,-0.086,1030.0,15.8,-15.8,23.25,3.96,-1.97,1185.0,466.32,250.44,-119.84,78.3,1.0,5401.0,159.0,-159.0,4.593,0.037,-0.112,0.777,0.132,-0.066,285.89816,39.672218,15.875
CANDIDATE,,0,0,0,0,197.0543157,,,266.1346771,,,,,,6.38,,,,,,,,,,,,,,3.0,,,,,,,,,,286.72897,49.154945,12.366
FALSE POSITIVE,0.0,0,0,1,1,0.93374699,7.39e-06,-7.39e-06,131.52406,0.00725,-0.00725,1.167,0.125,-0.181,6.168,0.409,-0.409,172.0,8.6,-8.6,103.98,43.1,-43.1,3442.0,33070.3,40521.06,-22909.5,25.5,1.0,4909.0,132.0,-132.0,3.136,0.402,-0.268,5.272,2.186,-2.186,292.77695,47.539391,13.327
FALSE POSITIVE,0.0,0,1,0,0,0.681137796,1.27e-07,-1.27e-07,131.57697,0.000149,-0.000149,0.968,0.195,-0.094,2.7287,0.0108,-0.0108,105000.0,229.0,-229.0,45.75,11.1,-5.98,2025.0,3995.23,3039.93,-1358.14,432.5,1.0,5872.0,195.0,-195.0,4.474,0.094,-0.162,0.864,0.21,-0.113,292.02686,37.600651,12.545
CANDIDATE,0.904,0,0,0,0,5.3694084,0.000102,-0.000102,133.8117,0.0158,-0.0158,0.837,0.153,-0.638,3.949,0.571,-0.571,40.0,7.4,-7.4,0.62,0.19,-0.05,974.0,212.68,180.61,-51.21,8.0,1.0,5753.0,138.0,-156.0,4.538,0.048,-0.204,0.869,0.258,-0.069,284.73474,39.045361,13.786
CONFIRMED,1.0,0,0,0,0,17.83367834,1.39e-05,-1.39e-05,181.233943,0.000603,-0.000603,0.013,0.278,-0.013,4.5112,0.0195,-0.0195,327.0,2.4,-2.4,2.43,0.12,-0.14,866.0,132.94,20.74,-20.33,154.5,1.0,6407.0,76.0,-83.0,4.268,0.03,-0.03,1.337,0.067,-0.074,283.1507,45.139832,9.364
FALSE POSITIVE,0.0,1,0,0,1,359.1015,0.0113,-0.0113,415.3142,0.0207,-0.0207,0.317,0.135,-0.317,11.461,0.82,-0.82,497.0,45.0,-45.0,2.37,0.64,-0.28,285.0,1.56,1.2,-0.5,12.9,1.0,6373.0,151.0,-207.0,4.438,0.06,-0.18,1.047,0.284,-0.122,291.56772,38.267109,14.821
CONFIRMED,0.881,0,0,0,0,84.6877524,0.000178,-0.000178,150.57084,0.00172,-0.00172,0.017,0.303,-0.017,10.0248,0.052,-0.052,348.0,4.1,-4.1,3.37,0.58,-0.78,611.0,32.96,15.8,-15.16,95.1,1.0,6688.0,120.0,-147.0,4.062,0.174,-0.116,1.79,0.311,-0.415,299.82117,43.81427,11.642
CANDIDATE,1.0,0,0,0,0,25.8859397,0.000241,-0.000241,157.04329,0.00753,-0.00753,0.922,0.045,-0.624,4.548,0.216,-0.216,217.0,15.8,-15.8,1.66,0.09,-0.16,542.0,20.35,3.9,-4.56,16.1,1.0,5190.0,85.0,-77.0,4.446,0.105,-0.042,0.899,0.051,-0.083,287.70688,40.685242,14.556
CONFIRMED,1.0,0,0,0,0,9.48803557,2.78e-05,-2.78e-05,170.53875,0.00216,-0.00216,0.146,0.318,-0.146,2.9575,0.0819,-0.0819,616.0,19.5,-19.5,2.26,0.26,-0.15,793.0,93.59,29.45,-16.65,35.8,1.0,5455.0,81.0,-81.0,4.467,0.064,-0.096,0.927,0.105,-0.061,291.93423,48.141651,15.347
FALSE POSITIVE,0.0,0,1,0,0,1.558544209,3.99e-07,-3.99e-07,131.567665,0.000227,-0.000227,0.507,0.013,-0.01,3.3727,0.013,-0.013,226000.0,989.0,-989.0,35.12,3.42,-3.43,1182.0,460.09,178.14,-136.36,421.6,1.0,4868.0,175.0,-175.0,4.582,0.06,-0.04,0.708,0.069,-0.069,283.31787,48.404598,14.498
CANDIDATE,,0,0,0,0,529.39169,0.013,-0.013,387.3915,0.0114,-0.0114,0.037,0.4227,-0.037,10.869,0.627,-0.627,320.0,29.6,-29.6,4.4,2.31,-1.75,319.0,2.43,3.93,-1.65,12.1,1.0,5283.0,154.0,-168.0,3.699,0.442,-0.332,2.504,1.317,-0.995,288.03607,43.796139,13.156
CANDIDATE,1.0,0,0,0,0,44.9851885,0.000487,-0.000487,150.5703,0.0111,-0.0111,0.664,0.273,-0.433,4.164,0.195,-0.195,618.0,51.1,-51.1,2.09,0.35,-0.21,433.0,8.34,4.68,-2.51,12.7,2.0,5295.0,185.0,-185.0,4.548,0.052,-0.097,0.8,0.133,-0.082,295.90503,45.40543,15.85
FALSE POSITIVE,0.163,1,0,0,0,423.73074,0.0573,-0.0573,548.9392,0.0462,-0.0462,0.37,0.114,-0.364,19.4,2.0,-2.0,835.0,92.7,-92.7,2.48,0.81,-0.29,225.0,0.6,0.72,-0.25,12.1,2.0,5743.0,330.0,-403.0,4.553,0.05,-0.2,0.853,0.278,-0.099,284.29269,48.704021,15.969
CONFIRMED,1.0,0,0,0,0,22.18332255,4.4e-05,-4.4e-05,169.49619,0.00158,-0.00158,0.024,0.367,-0.024,5.1364,0.0539,-0.0539,748.0,12.2,-12.2,2.78,0.38,-0.39,646.0,41.24,16.74,-12.86,70.3,1.0,5565.0,111.0,-100.0,4.361,0.138,-0.103,1.03,0.144,-0.144,289.52115,51.237309,14.118
CANDIDATE,,0,0,0,0,76.37924,0.00102,-0.00102,205.0612,0.0113,-0.0113,0.7333,0.0854,-0.6096,0.645,0.378,-0.378,276.0,65.8,-65.8,1.73,0.98,-0.25,406.0,6.41,11.45,-2.18,5.7,1.0,5451.0,170.0,-141.0,4.404,0.131,-0.354,0.936,0.533,-0.135,285.82983,49.39431,13.717
FALSE POSITIVE,0.0,0,1,0,0,3.115304946,2.65e-07,-2.65e-07,133.1240488,6.96e-05,-6.96e-05,0.89,0.011,-0.011,4.88748,0.003,-0.003,150000.0,101.0,-101.0,61.66,17.8,-7.6,1404.0,918.39,759.24,-293.85,1398.8,1.0,6367.0,153.0,-192.0,4.419,0.062,-0.188,1.087,0.314,-0.134,290.95132,40.54797,14.154
FALSE POSITIVE,0.0,0,1,0,0,42.55926555,4.63e-06,-4.63e-06,161.57039,9.76e-05,-9.76e-05,0.775,0.021,-0.023,3.36626,0.00445,-0.00445,208000.0,261.0,-261.0,51.86,14.8,-4.93,487.0,13.28,11.39,-3.75,950.0,1.0,5764.0,170.0,-187.0,4.548,0.036,-0.192,0.863,0.247,-0.082,293.45609,41.045849,15.831
CONFIRMED,1.0,0,0,0,0,15.573637,0.000101,-0.000101,132.44282,0.00436,-0.00436,0.946,0.005,-0.671,5.326,0.184,-0.184,468.0,19.6,-19.6,2.94,0.95,-0.41,799.0,96.38,94.75,-34.37,24.7,2.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,296.35867,39.115189,14.82
FALSE POSITIVE,,1,0,0,0,389.169027,0.00543,-0.00543,388.2063,0.0115,-0.0115,0.2117,0.2421,-0.2115,3.759,0.307,-0.307,513.0,61.7,-61.7,15.36,1.29,-3.78,519.0,17.15,4.35,-8.61,7.7,1.0,5075.0,83.0,-165.0,3.031,0.027,-0.033,6.918,0.58,-1.704,293.66641,40.203629,13.443
FALSE POSITIVE,0.0,0,1,0,0,0.306937807,3.33e-07,-3.33e-07,131.635518,0.0009,-0.0009,0.005,0.45,-0.005,0.5925,0.0394,-0.0394,119.0,5.1,-5.1,0.82,0.09,-0.07,2142.0,5019.53,1934.52,-1288.18,29.3,1.0,5088.0,153.0,-138.0,4.58,0.044,-0.061,0.741,0.081,-0.066,287.73572,42.823421,14.409
FALSE POSITIVE,0.0,0,1,0,0,0.706428634,3.3e-08,-3.3e-08,132.1461749,3.83e-05,-3.83e-05,0.393,0.081,-0.023,1.75182,0.00279,-0.00279,372000.0,172.0,-172.0,47.64,1.62,-3.82,1416.0,951.77,214.83,-252.78,1066.7,1.0,4429.0,154.0,-154.0,4.569,0.06,-0.016,0.736,0.025,-0.059,290.55716,43.98735,15.159
CANDIDATE,,0,0,0,0,409.87844,0.0233,-0.0233,238.9944,0.0414,-0.0414,0.177,0.2649,-0.1769,10.58,1.6,-1.6,647.0,90.5,-90.5,2.72,1.33,-0.25,264.0,1.15,1.69,-0.32,8.7,1.0,6167.0,168.0,-202.0,4.444,0.043,-0.309,1.064,0.523,-0.098,287.34897,47.060982,15.731
FALSE POSITIVE,0.0,0,0,1,1,5.93725628,6.08e-05,-6.08e-05,135.9371,0.0101,-0.0101,0.351,0.104,-0.351,3.639,0.254,-0.254,116.0,8.1,-8.1,0.86,0.13,-0.12,891.0,148.97,71.27,-49.98,17.1,1.0,5428.0,162.0,-162.0,4.494,0.115,-0.104,0.799,0.117,-0.107,289.20834,50.61599,14.702
FALSE POSITIVE,0.0,0,0,1,1,3.47148164,8.24e-05,-8.24e-05,133.7138,0.0191,-0.0191,0.719,0.261,-0.482,4.679,0.736,-0.736,123.0,17.1,-17.1,0.85,0.14,-0.06,970.0,209.73,110.56,-51.5,9.5,1.0,5297.0,159.0,-159.0,4.626,0.032,-0.097,0.716,0.118,-0.055,290.84921,38.63184,15.795
CANDIDATE,,0,0,0,0,69.64679311,,,138.283056,,,,,,3.71,,,,,,,,,,,,,,3.0,,,,,,,,,,289.48145,41.49942,13.735
CANDIDATE,0.311,0,0,0,0,402.27493,0.0227,-0.0227,369.6734,0.0361,-0.0361,0.668,0.061,-0.479,15.67,1.6,-1.6,295.0,34.2,-34.2,1.73,0.52,-0.18,262.0,1.11,1.0,-0.34,11.1,1.0,6299.0,170.0,-226.0,4.486,0.054,-0.216,0.95,0.29,-0.097,290.4519,41.22551,14.619
CONFIRMED,1.0,0,0,0,0,5.63252508,6.01e-06,-6.01e-06,133.81818,0.000867,-0.000867,0.455,0.023,-0.425,2.1448,0.0303,-0.0303,634.0,10.3,-10.3,2.04,0.28,-0.16,844.0,119.75,55.64,-29.25,70.9,1.0,5216.0,157.0,-157.0,4.58,0.028,-0.105,0.804,0.113,-0.061,295.10995,43.915211,14.353
FALSE POSITIVE,0.0,0,1,1,0,1.674690886,8.9e-07,-8.9e-07,132.172107,0.000455,-0.000455,1.212,1.44,-0.133,2.0179,0.0236,-0.0236,527.0,5.3,-5.3,29.78,9.06,-4.17,1813.0,2558.96,2219.69,-899.75,118.6,1.0,6397.0,151.0,-207.0,4.331,0.105,-0.195,1.157,0.352,-0.162,294.95724,45.405151,13.593
FALSE POSITIVE,0.0,0,1,1,0,2.362348096,2.61e-06,-2.61e-06,131.705479,0.000896,-0.000896,1.219,1.461,-0.135,3.5979,0.0459,-0.0459,725.0,8.4,-8.4,89.55,32.3,-39.4,2104.0,4625.06,4905.48,-3328.28,103.6,1.0,5088.0,139.0,-139.0,3.502,0.462,-0.249,3.293,1.186,-1.45,299.33298,40.714352,13.99
CONFIRMED,1.0,0,0,0,0,3.217518511,1.75e-07,-1.75e-07,133.6320632,4.48e-05,-4.48e-05,0.638,0.009,-0.01,2.11481,0.007,-0.007,14300.0,14.2,-14.2,11.38,1.51,-0.93,1185.0,464.73,164.49,-93.72,1287.4,1.0,5720.0,77.0,-77.0,4.473,0.063,-0.108,0.903,0.12,-0.074,289.43463,49.4734,14.835
CONFIRMED,1.0,0,0,0,0,14.78767172,5.58e-05,-5.58e-05,176.79399,0.00299,-0.00299,0.021,0.38,-0.021,6.1191,0.0956,-0.0956,782.0,20.6,-20.6,3.46,0.57,-0.58,827.0,110.42,48.32,-37.91,39.4,1.0,5814.0,78.0,-78.0,4.269,0.137,-0.112,1.248,0.209,-0.209,298.31836,47.279491,15.344
FALSE POSITIVE,0.0,0,1,0,0,5.663604992,2.84e-06,-2.84e-06,133.892182,0.00056,-0.00056,0.785,0.303,-0.092,1.4283,0.014,-0.014,163000.0,1290.0,-1290.0,54.55,0.0,0.0,1021.0,257.36,0.0,0.0,169.4,1.0,5780.0,,,4.438,,,1.0,,,284.79047,45.230106,17.93
FALSE POSITIVE,0.001,0,0,1,0,7.77241144,5.89e-05,-5.89e-05,132.58122,0.00688,-0.00688,0.317,0.135,-0.317,5.272,0.182,-0.182,287.0,16.5,-16.5,1.69,0.49,-0.16,938.0,183.58,159.32,-52.36,18.9,1.0,6014.0,181.0,-199.0,4.486,0.05,-0.2,0.993,0.286,-0.095,292.02042,39.16156,15.327
CONFIRMED,1.0,0,0,0,0,6.521209629,8.39e-06,-8.39e-06,175.7111,0.00105,-0.00105,0.514,0.365,-0.297,2.7975,0.0406,-0.0406,760.0,12.6,-12.6,2.54,0.61,-0.25,932.0,178.27,123.97,-49.58,69.8,1.0,5822.0,140.0,-175.0,4.529,0.042,-0.168,0.898,0.217,-0.087,292.22031,44.700031,14.856
CANDIDATE,,0,0,0,0,502.8356901,,,234.1810504,,,,,,9.97,,,,,,,,,,,,,,1.0,,,,,,,,,,295.65958,43.85825,15.195
CANDIDATE,1.0,0,0,0,0,12.89623554,3.63e-05,-3.63e-05,136.82697,0.00233,-0.00233,0.973,0.278,-0.366,2.625,0.416,-0.416,427.0,23.8,-23.8,2.55,0.8,-0.27,783.0,89.02,82.57,-26.24,32.9,1.0,6072.0,169.0,-190.0,4.51,0.04,-0.216,0.923,0.29,-0.097,290.60745,48.357182,14.107
FALSE POSITIVE,0.0,0,1,0,0,67.451045,8.57e-05,-8.57e-05,151.96756,0.00104,-0.00104,1.01,0.256,-0.066,8.9387,0.071,-0.071,7060.0,44.6,-44.6,36.7,20.8,-25.4,562.0,23.61,40.97,-21.58,205.4,1.0,4847.0,134.0,-122.0,3.726,0.84,-0.36,2.191,1.24,-1.515,297.16977,50.147369,13.342
CONFIRMED,0.994,0,0,0,0,6.790120801,1.91e-06,-1.91e-06,138.088199,0.000231,-0.000231,0.486,0.051,-0.095,6.0437,0.0285,-0.0285,2300.0,5.7,-5.7,9.86,0.72,-0.36,1434.0,998.97,206.95,-122.3,526.1,1.0,6372.0,76.0,-89.0,3.954,0.02,-0.02,2.001,0.146,-0.073,287.70883,47.33305,12.128
CANDIDATE,0.986,0,0,0,0,1.166960319,3.63e-06,-3.63e-06,131.64332,0.00265,-0.00265,0.033,0.413,-0.033,1.6823,0.0832,-0.0832,97.8,6.2,-6.2,0.88,0.12,-0.03,1596.0,1534.29,533.76,-216.05,17.9,1.0,5632.0,67.0,-92.0,4.537,0.014,-0.119,0.904,0.121,-0.038,293.05408,38.54179,14.391
FALSE POSITIVE,,1,0,0,0,538.4263,0.0187,-0.0187,154.9034,0.0195,-0.0195,0.3917,0.0499,-0.3917,12.751,0.75,-0.75,242.0,18.8,-18.8,3.2,1.09,-1.4,322.0,2.53,2.54,-1.81,16.2,1.0,5962.0,158.0,-170.0,3.882,0.402,-0.198,2.028,0.695,-0.884,292.87256,45.246151,12.099
CANDIDATE,,0,0,0,0,230.358183,0.0047,-0.0047,233.7677,0.0171,-0.0171,0.4159,0.0643,-0.4157,2.031,0.442,-0.442,1020.0,180.0,-180.0,2.87,1.22,-0.34,289.0,1.66,2.17,-0.51,6.2,1.0,5803.0,194.0,-165.0,4.465,0.086,-0.276,0.884,0.375,-0.105,288.21854,48.886742,15.571
FALSE POSITIVE,0.0,0,1,1,0,0.631795416,1.29e-06,-1.29e-06,132.53963,0.0017,-0.0017,0.433,0.026,-0.433,1.0703,0.071,-0.071,145.0,7.9,-7.9,1.88,0.34,-0.33,2797.0,14547.08,6526.44,-5211.13,24.7,1.0,6414.0,70.0,-83.0,4.173,0.143,-0.117,1.519,0.27,-0.27,290.84714,37.864052,14.676
CONFIRMED,1.0,0,0,0,0,5.37493289,1.25e-05,-1.25e-05,170.93379,0.00178,-0.00178,0.228,0.226,-0.228,3.9567,0.0539,-0.0539,156.0,3.5,-3.5,2.12,0.36,-0.43,1413.0,942.35,445.91,-390.58,49.0,1.0,6167.0,124.0,-124.0,4.037,0.182,-0.098,1.689,0.281,-0.343,293.03775,46.277519,13.294
CANDIDATE,0.985,0,0,0,0,27.0965146,0.000488,-0.000488,139.3521,0.0115,-0.0115,0.769,0.184,-0.554,8.42,0.401,-0.401,208.0,13.5,-13.5,2.13,0.35,-0.42,700.0,56.79,24.11,-22.22,16.4,1.0,5775.0,78.0,-78.0,4.193,0.162,-0.108,1.352,0.219,-0.268,292.22977,40.808949,14.886
CONFIRMED,0.999,0,0,0,0,4.48758768,1.66e-05,-1.66e-05,133.36092,0.00319,-0.00319,0.532,0.406,-0.332,2.874,0.0927,-0.0927,112.0,5.0,-5.0,1.37,0.22,-0.26,1305.0,684.07,305.9,-274.85,25.9,1.0,6060.0,120.0,-132.0,4.227,0.168,-0.112,1.257,0.197,-0.241,284.86014,39.240551,13.446
FALSE POSITIVE,,0,0,0,0,123.1149477,,,172.26301,,,,,,17.24,,,,,,,,,,,,,,,,,,,,,,,,299.2529,47.278999,9.473
CANDIDATE,0.98,0,0,0,0,91.95723,0.00568,-0.00568,183.0248,0.0657,-0.0657,0.015,0.456,-0.015,10.471,0.919,-0.919,308.0,27.0,-27.0,2.66,0.42,-0.57,497.0,14.41,5.9,-5.98,12.3,1.0,5854.0,79.0,-79.0,4.114,0.182,-0.098,1.528,0.238,-0.327,289.90417,38.651371,14.876
FALSE POSITIVE,,1,0,0,0,10.0046881,0.000116,-0.000116,136.47719,0.00979,-0.00979,0.0164,0.455,-0.0164,2.389,0.25,-0.25,50.6,7.4,-7.4,1.9,0.45,-0.8,1466.0,1091.58,749.69,-766.8,8.3,3.0,6620.0,158.0,-211.0,3.779,0.351,-0.124,2.641,0.631,-1.104,287.83334,39.221272,11.856
CONFIRMED,0.999,0,0,0,0,14.42735088,9.1e-05,-9.1e-05,138.84024,0.00569,-0.00569,0.977,0.03,-0.695,4.857,0.16,-0.16,117.0,6.4,-6.4,1.53,0.25,-0.13,783.0,88.9,40.49,-21.3,21.5,1.0,5929.0,106.0,-130.0,4.403,0.076,-0.123,1.04,0.171,-0.092,290.63657,48.996078,13.359
FALSE POSITIVE,0.0,0,1,0,0,397.3958488,0.000173,-0.000173,374.57082,0.000327,-0.000327,1.19,0.416,-0.09,6.1014,0.023,-0.023,29800.0,86.3,-86.3,64.56,10.3,-14.2,280.0,1.45,0.62,-0.61,395.7,1.0,5544.0,83.0,-72.0,4.146,0.217,-0.093,1.362,0.218,-0.3,286.7926,44.968369,14.857
CANDIDATE,,0,0,0,0,357.437578,0.0096,-0.0096,195.2194,0.0201,-0.0201,0.1427,0.3394,-0.1426,15.903,0.575,-0.575,272.0,21.2,-21.2,3.13,2.09,-0.4,422.0,7.53,16.02,-2.69,13.6,1.0,7610.0,231.0,-303.0,4.127,0.079,-0.382,1.862,1.24,-0.243,298.45322,42.1101,13.723
FALSE POSITIVE,0.0,0,1,0,1,265.2999623,0.000479,-0.000479,316.91821,0.00107,-0.00107,0.928,5.184,-0.056,8.8577,0.0565,-0.0565,31800.0,263.0,-263.0,25.56,8.0,-2.67,296.0,1.81,1.66,-0.56,154.7,1.0,6108.0,165.0,-220.0,4.471,0.052,-0.208,0.997,0.312,-0.104,290.39124,45.68161,15.279
FALSE POSITIVE,0.0,0,1,0,0,11.52144606,1.98e-06,-1.98e-06,170.839688,0.000131,-0.000131,2.483,2.851,-0.673,3.6399,0.0114,-0.0114,18000.0,31.9,-31.9,150.51,39.8,-13.3,753.0,75.88,58.89,-19.99,622.1,1.0,5795.0,155.0,-172.0,4.554,0.033,-0.176,0.848,0.224,-0.075,297.07993,47.597401,15.472
FALSE POSITIVE,0.0,1,0,1,1,161.253747,0.00348,-0.00348,189.0939,0.0176,-0.0176,0.912,0.008,-0.016,25.322,0.755,-0.755,2600.0,58.7,-58.7,4.98,1.25,-0.41,295.0,1.8,1.4,-0.48,54.7,1.0,5570.0,182.0,-182.0,4.573,0.04,-0.16,0.803,0.201,-0.067,298.94003,40.419441,15.397
FALSE POSITIVE,0.0,0,1,0,0,2.972047661,6.75e-06,-6.75e-06,133.24987,0.00181,-0.00181,1.207,43.41,-2.322,1.198,0.119,-0.119,5950.0,420.0,-420.0,24.74,1.19,-2.15,881.0,142.01,33.36,-38.44,20.0,1.0,4491.0,134.0,-147.0,4.58,0.06,-0.02,0.711,0.034,-0.062,300.41727,46.335991,15.772
FALSE POSITIVE,0.0,0,1,0,0,18.83948744,1.42e-06,-1.42e-06,137.7695421,6.27e-05,-6.27e-05,0.421,0.005,-0.005,5.62797,0.00325,-0.00325,183000.0,119.0,-119.0,45.2,14.7,-4.9,734.0,68.54,65.54,-21.25,2003.1,1.0,6208.0,172.0,-216.0,4.454,0.054,-0.216,1.024,0.332,-0.111,291.38623,38.49147,15.291
CANDIDATE,,0,0,0,0,0.673141323,2.14e-06,-2.14e-06,131.68751,0.0026,-0.0026,0.1065,0.3486,-0.1064,0.921,0.112,-0.112,230.0,25.1,-25.1,1.29,0.44,-0.09,1834.0,2675.15,2685.11,-594.1,10.5,1.0,5461.0,156.0,-143.0,4.552,0.025,-0.025,0.858,0.29,-0.06,286.11075,37.611851,15.771
FALSE POSITIVE,,0,0,0,0,0.537839241,4.02e-06,-4.02e-06,131.58521,0.00568,-0.00568,0.2589,0.2191,-0.2588,2.169,0.207,-0.207,23.5,2.3,-2.3,1.49,0.34,-0.7,4061.0,64294.62,45066.11,-48672.31,12.4,,6456.0,190.0,-232.0,3.659,0.42,-0.147,3.03,0.699,-1.423,289.46765,52.19809,10.923
CONFIRMED,1.0,0,0,0,0,12.8344771,4e-05,-4e-05,138.32626,0.0026,-0.0026,0.956,0.025,-0.683,3.846,0.139,-0.139,281.0,8.6,-8.6,2.55,0.42,-0.38,891.0,149.42,70.27,-50.54,35.0,2.0,6078.0,121.0,-133.0,4.29,0.137,-0.112,1.189,0.197,-0.178,285.88837,47.880379,13.763
