koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CONFIRMED,1.0,0,0,0,0,4.36273233,1.3e-05,-1.3e-05,135.23342,0.00247,-0.00247,0.732,0.202,-0.508,2.2375,0.0767,-0.0767,342.0,15.0,-15.0,1.76,0.2,-0.14,1023.0,258.7,88.45,-54.96,25.6,2.0,5527.0,110.0,-110.0,4.491,0.06,-0.09,0.88,0.1,-0.067,288.81195,39.77066,13.828
FALSE POSITIVE,0.0,0,0,1,1,1.655467295,2.17e-06,-2.17e-06,169.54872,0.0012,-0.0012,0.001,0.295,-0.001,3.2424,0.0392,-0.0392,1060.0,12.9,-12.9,2.17,0.16,-0.18,1080.0,322.97,101.96,-89.29,98.7,1.0,4583.0,161.0,-161.0,4.6,0.044,-0.028,0.695,0.049,-0.06,297.74799,42.995205,13.841
CONFIRMED,0.993,0,0,0,0,2.89223998,1.62e-05,-1.62e-05,132.86232,0.00457,-0.00457,0.017,0.431,-0.016,2.521,0.121,-0.121,44.3,2.9,-2.9,0.7,0.11,-0.1,1287.0,647.55,288.6,-202.95,17.3,4.0,5574.0,111.0,-100.0,4.354,0.132,-0.108,1.065,0.166,-0.15,285.72849,42.65453,12.639
CONFIRMED,0.999,0,0,0,0,2.888904439,7.1e-06,-7.1e-06,132.15271,0.00186,-0.00186,0.77,0.007,-0.558,1.6043,0.0622,-0.0622,402.0,19.8,-19.8,1.68,0.1,-0.06,976.0,215.06,39.46,-29.01,23.7,2.0,4895.0,78.0,-78.0,4.589,0.018,-0.046,0.759,0.041,-0.03,287.30283,39.289688,15.195
CONFIRMED,1.0,0,0,0,0,16.70920628,3.62e-05,-3.62e-05,174.75417,0.00177,-0.00177,0.855,0.086,-0.576,2.7052,0.0725,-0.0725,840.0,23.1,-23.1,2.27,0.18,-0.2,500.0,14.73,4.4,-3.88,40.4,1.0,4621.0,124.0,-137.0,4.605,0.052,-0.028,0.668,0.054,-0.059,284.03223,39.78133,14.427
FALSE POSITIVE,0.0,1,0,0,0,365.5435,0.0379,-0.0379,132.6904,0.0953,-0.0953,0.518,0.432,-0.292,14.78,1.3,-1.3,753.0,68.1,-68.1,3.04,0.84,-0.36,283.0,1.51,1.22,-0.48,13.4,1.0,6306.0,168.0,-205.0,4.426,0.062,-0.187,1.076,0.296,-0.127,292.05267,46.43021,15.397
CONFIRMED,0.502,0,0,0,0,56.6746666,0.000415,-0.000415,160.44836,0.00601,-0.00601,0.626,0.299,-0.408,5.516,0.17,-0.17,883.0,44.6,-44.6,4.01,0.64,-0.85,522.0,17.59,7.49,-7.21,22.7,1.0,5541.0,83.0,-72.0,4.189,0.195,-0.105,1.295,0.206,-0.274,289.64343,50.727089,14.682
FALSE POSITIVE,0.0,0,1,0,0,1.003049079,1.17e-07,-1.17e-07,132.372429,9.77e-05,-9.77e-05,0.568,0.004,-0.004,7.9657,0.0119,-0.0119,219000.0,251.0,-251.0,42.5,11.5,-4.58,1714.0,2049.63,1678.28,-605.04,1766.7,1.0,5775.0,173.0,-173.0,4.518,0.069,-0.173,0.844,0.229,-0.091,295.7168,39.777142,15.097
CANDIDATE,,0,0,0,0,584.55603,0.00666,-0.00666,388.63685,0.00876,-0.00876,0.3282,0.1252,-0.3281,3.671,0.364,-0.364,347.0,34.8,-34.8,6.69,0.63,-0.37,354.0,3.73,0.97,-0.57,10.0,1.0,5208.0,68.0,-68.0,3.458,0.009,-0.009,3.62,0.34,-0.2,291.36295,47.328709,11.367
CONFIRMED,0.963,0,0,0,0,19.5776073,0.000143,-0.000143,135.2032,0.00597,-0.00597,0.049,0.394,-0.049,3.382,0.17,-0.17,98.1,6.0,-6.0,0.9,0.1,-0.08,628.0,36.82,12.2,-8.67,17.2,5.0,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
CANDIDATE,0.971,0,0,0,0,11.16622885,9.66e-05,-9.66e-05,134.96951,0.00655,-0.00655,0.176,0.272,-0.176,3.389,0.192,-0.192,354.0,28.3,-28.3,1.56,0.37,-0.13,725.0,65.16,47.65,-16.33,13.6,1.0,5552.0,166.0,-166.0,4.562,0.038,-0.162,0.836,0.201,-0.067,294.90594,43.381889,15.927
FALSE POSITIVE,0.103,1,0,0,0,508.807642,0.00527,-0.00527,368.34861,0.00643,-0.00643,0.016,0.444,-0.016,4.495,0.242,-0.242,2130.0,162.0,-162.0,39.59,10.0,-1.11,595.0,29.54,21.74,-4.11,14.8,1.0,4893.0,124.0,-112.0,2.454,0.033,-0.03,8.811,2.232,-0.248,290.70056,39.799679,15.635
FALSE POSITIVE,0.0,1,0,0,0,1.036592635,1.9e-07,-1.9e-07,132.089146,0.000164,-0.000164,0.898,0.127,-0.093,2.40749,0.00794,-0.00794,125000.0,320.0,-320.0,463.05,79.6,-119.0,4194.0,73013.77,32116.38,-35125.08,444.7,1.0,4884.0,58.0,-72.0,2.737,0.162,-0.108,8.747,1.504,-2.256,294.3616,50.30526,14.441
FALSE POSITIVE,0.0,0,0,1,1,18.1118457,0.000336,-0.000336,134.7252,0.0173,-0.0173,1.235,70.47,-0.839,6.309,0.691,-0.691,329.0,37.1,-37.1,31.25,9.07,-3.87,803.0,98.09,84.07,-33.67,10.8,1.0,6434.0,179.0,-246.0,4.394,0.062,-0.188,1.138,0.33,-0.141,294.23987,40.012131,15.558
FALSE POSITIVE,0.0,0,1,0,0,10.4032399,2.64e-05,-2.64e-05,138.18443,0.00214,-0.00214,1.296,0.168,-0.188,23.85,0.122,-0.122,1060.0,4.8,-4.8,51.47,11.1,-12.3,1104.0,350.59,220.19,-170.58,272.8,1.0,6428.0,155.0,-194.0,4.144,0.204,-0.119,1.436,0.311,-0.342,295.91998,43.28175,13.272
CANDIDATE,0.98,0,0,0,0,8.75630628,9.98e-05,-9.98e-05,132.47009,0.00887,-0.00887,0.371,0.083,-0.371,2.852,0.257,-0.257,81.9,9.5,-9.5,1.12,0.33,-0.25,982.0,219.87,188.86,-101.36,9.8,2.0,5839.0,156.0,-174.0,4.279,0.175,-0.175,1.227,0.36,-0.27,289.07397,40.366009,13.382
CONFIRMED,1.0,0,0,0,0,7.41634701,2.75e-05,-2.75e-05,135.85372,0.00301,-0.00301,0.476,0.466,-0.275,2.1362,0.0864,-0.0864,506.0,27.4,-27.4,1.24,0.07,-0.07,547.0,21.1,4.33,-3.85,20.6,2.0,4156.0,83.0,-91.0,4.712,0.027,-0.03,0.545,0.03,-0.03,299.26804,45.227428,15.434
FALSE POSITIVE,0.0,0,1,0,0,19.38444245,1.38e-05,-1.38e-05,137.214882,0.000594,-0.000594,0.203,0.104,-0.116,20.5899,0.0456,-0.0456,3370.0,5.6,-5.6,28.3,4.03,-8.72,1185.0,466.04,166.38,-263.61,685.3,1.0,4968.0,49.0,-119.0,3.291,0.195,-0.105,5.026,0.715,-1.549,296.66501,44.853069,11.98
CONFIRMED,0.92,0,1,0,0,38.47876629,4.73e-06,-4.73e-06,151.852812,0.000101,-0.000101,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,23500.0,25.4,-25.4,13.26,1.78,-0.59,484.0,13.01,4.96,-2.04,1077.8,1.0,5510.0,98.0,-109.0,4.539,0.019,-0.11,0.879,0.118,-0.039,288.90222,49.370491,13.779
CANDIDATE,1.0,0,0,0,0,6.14955931,1.21e-05,-1.21e-05,169.55182,0.00147,-0.00147,0.368,0.054,-0.368,5.5694,0.0479,-0.0479,334.0,4.4,-4.4,3.26,0.51,-0.85,1287.0,649.26,295.65,-318.04,87.3,1.0,5687.0,114.0,-103.0,3.973,0.21,-0.09,1.775,0.283,-0.46,284.70691,38.936821,13.644
CANDIDATE,1.0,0,0,0,0,13.81504449,2.52e-05,-2.52e-05,181.12621,0.00145,-0.00145,0.868,0.015,-0.639,2.3244,0.0921,-0.0921,1030.0,26.1,-26.1,1.91,0.13,-0.19,391.0,5.52,1.28,-1.42,46.7,1.0,3732.0,75.0,-83.0,4.736,0.052,-0.024,0.509,0.034,-0.05,284.9986,50.14679,14.216
FALSE POSITIVE,0.0,0,1,0,0,0.925589891,3.65e-06,-3.65e-06,169.69275,0.00319,-0.00319,0.616,0.056,-0.474,1.967,0.117,-0.117,401.0,23.8,-23.8,50.6,14.9,-5.3,6637.0,460202.18,366069.92,-110815.42,20.6,1.0,4094.0,73.0,-55.0,1.627,0.12,-0.12,24.488,7.185,-2.566,294.0318,42.468845,10.795
FALSE POSITIVE,0.0,0,1,0,0,1.901655058,6.18e-06,-6.18e-06,132.83364,0.00294,-0.00294,1.032,0.102,-0.073,4.6545,0.0376,-0.0376,87300.0,560.0,-560.0,89.89,26.2,-26.2,2192.0,5467.3,4836.71,-3182.07,190.6,1.0,6929.0,216.0,-312.0,4.102,0.214,-0.175,1.704,0.496,-0.496,294.45728,50.03027,15.064
CANDIDATE,0.914,0,0,0,0,3.64049242,2.12e-05,-2.12e-05,134.96786,0.00506,-0.00506,0.181,0.29,-0.181,1.194,0.176,-0.176,42.1,5.8,-5.8,0.61,0.09,-0.03,1136.0,393.32,158.33,-60.03,9.5,1.0,5745.0,78.0,-86.0,4.503,0.03,-0.12,0.936,0.143,-0.048,300.42432,44.343601,12.646
FALSE POSITIVE,,0,0,0,0,10.9110487,0.000117,-0.000117,142.52714,0.00892,-0.00892,0.9761,0.4458,-0.0301,7.033,0.51,-0.51,402.0,26.4,-26.4,2.36,1.01,-0.18,786.0,90.07,115.22,-22.05,28.3,,5903.0,166.0,-170.0,4.546,0.03,-0.304,0.864,0.37,-0.068,290.89407,38.435032,15.172
FALSE POSITIVE,0.0,0,1,1,1,3.747838198,3.9e-06,-3.9e-06,171.66504,0.000902,-0.000902,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,13.65,3.11,-1.04,1031.0,266.76,180.49,-62.76,138.2,1.0,5514.0,149.0,-149.0,4.569,0.029,-0.162,0.826,0.188,-0.063,291.06152,50.265129,13.496
FALSE POSITIVE,,1,0,0,0,151.31847,0.0106,-0.0106,148.9275,0.081,-0.081,0.3788,0.0973,-0.3786,16.45,2.4,-2.4,105.0,26.7,-26.7,1.13,0.4,-0.17,373.0,4.57,4.74,-1.61,6.0,2.0,6003.0,152.0,-166.0,4.346,0.124,-0.243,1.085,0.388,-0.161,296.85583,43.058311,12.744
CANDIDATE,0.99,0,0,0,0,5.53312006,7.18e-05,-7.18e-05,132.1648,0.00669,-0.00669,0.299,0.174,-0.299,3.486,0.325,-0.325,53.1,5.0,-5.0,1.05,0.18,-0.2,1303.0,680.77,309.09,-260.78,13.4,1.0,6170.0,83.0,-83.0,4.15,0.168,-0.112,1.425,0.248,-0.275,293.68127,41.611969,13.591
CANDIDATE,,0,0,0,0,9.78184193,,,132.3447759,,,,,,2.3,,,,,,,,,,,,,,1.0,,,,,,,,,,291.70047,38.695129,15.198
FALSE POSITIVE,0.276,0,0,1,0,21.5819776,0.000473,-0.000473,146.0691,0.017,-0.017,0.036,0.417,-0.036,13.734,0.483,-0.483,47.6,3.2,-3.2,0.91,0.16,-0.2,746.0,73.01,34.46,-31.87,17.3,1.0,5601.0,112.0,-78.0,4.144,0.215,-0.116,1.342,0.223,-0.306,289.61856,47.557968,11.981
CANDIDATE,0.649,0,0,0,0,4.27226421,2.24e-05,-2.24e-05,133.21863,0.00437,-0.00437,0.744,0.225,-0.513,2.113,0.125,-0.125,48.9,3.9,-3.9,0.64,0.07,-0.03,981.0,218.63,72.98,-32.33,13.7,3.0,5450.0,108.0,-108.0,4.563,0.017,-0.094,0.842,0.093,-0.033,285.20749,45.38435,12.404
FALSE POSITIVE,0.0,0,1,0,0,20.73374857,1.63e-06,-1.63e-06,132.8465918,6.2e-05,-6.2e-05,0.479,0.004,-0.005,6.28773,0.00371,-0.00371,417000.0,223.0,-223.0,69.8,4.8,-4.81,661.0,45.06,10.87,-8.03,2236.7,1.0,5620.0,118.0,-75.0,4.363,0.065,-0.04,0.974,0.067,-0.067,294.49698,46.689758,15.726
FALSE POSITIVE,0.0,1,0,1,1,12.426173,0.000348,-0.000348,141.5013,0.0268,-0.0268,0.997,0.109,-0.013,30.64,1.2,-1.2,115.0,3.9,-3.9,2.67,0.72,-0.72,1006.0,242.41,193.71,-130.24,36.9,1.0,6367.0,177.0,-222.0,4.181,0.246,-0.164,1.357,0.366,-0.366,297.74567,40.652519,13.605
CONFIRMED,1.0,0,0,0,0,8.512037736,6.48e-06,-6.48e-06,174.909816,0.0006,-0.0006,0.005,0.409,-0.005,2.1861,0.0221,-0.0221,598.0,6.5,-6.5,2.14,0.3,-0.11,839.0,117.11,44.92,-20.35,102.2,1.0,5767.0,92.0,-126.0,4.538,0.021,-0.119,0.881,0.123,-0.044,287.08997,41.373878,12.549
FALSE POSITIVE,0.0,0,0,1,1,1.288046428,9.27e-06,-9.27e-06,132.00088,0.00763,-0.00763,0.219,0.249,-0.219,3.637,0.171,-0.171,32.3,1.9,-1.9,2.18,0.48,-0.39,2945.0,17822.99,9957.03,-6335.25,20.3,1.0,5216.0,67.0,-62.0,3.287,0.143,-0.13,3.871,0.84,-0.688,291.05292,40.44767,12.479
FALSE POSITIVE,0.0,0,0,1,1,1.33250451,2.83e-05,-2.83e-05,132.1018,0.0217,-0.0217,0.295,0.184,-0.295,4.143,0.499,-0.499,27.4,3.2,-3.2,0.62,0.18,-0.08,1993.0,3726.12,3251.57,-1252.18,11.6,1.0,6600.0,165.0,-214.0,4.364,0.084,-0.196,1.157,0.35,-0.15,295.30353,46.80574,13.793
FALSE POSITIVE,0.196,0,1,0,0,1.39862757,8e-06,-8e-06,132.65615,0.00481,-0.00481,0.617,0.138,-0.252,9.625,0.175,-0.175,45.5,1.2,-1.2,2.39,0.4,-0.75,3562.0,38048.23,15683.83,-20760.36,59.6,1.0,7872.0,70.0,-86.0,3.732,0.238,-0.085,3.367,0.564,-1.047,294.20068,46.327221,11.915
CANDIDATE,0.956,0,0,0,0,85.6542476,0.000433,-0.000433,155.12346,0.00387,-0.00387,0.012,0.442,-0.012,6.866,0.122,-0.122,476.0,14.9,-14.9,3.56,0.54,-0.82,522.0,17.51,6.89,-7.72,36.6,1.0,5818.0,69.0,-86.0,4.065,0.202,-0.081,1.647,0.252,-0.378,286.40231,38.738541,13.34
CONFIRMED,1.0,0,0,0,0,23.8990075,0.000128,-0.000128,151.39847,0.00431,-0.00431,0.153,0.27,-0.153,15.955,0.121,-0.121,293.0,5.5,-5.5,3.26,0.57,-0.86,823.0,108.3,50.64,-52.76,61.5,1.0,5511.0,82.0,-74.0,3.914,0.21,-0.09,1.93,0.34,-0.51,290.97934,47.988998,13.153
CANDIDATE,0.967,0,0,0,0,1.183505016,7.33e-06,-7.33e-06,131.75303,0.00505,-0.00505,0.403,0.057,-0.403,1.275,0.173,-0.173,117.0,15.3,-15.3,0.8,0.07,-0.06,1293.0,658.87,227.3,-169.6,10.0,1.0,4832.0,168.0,-168.0,4.592,0.032,-0.05,0.746,0.062,-0.056,290.6864,38.355598,15.424
CONFIRMED,0.994,0,0,0,0,7.82502168,3.89e-05,-3.89e-05,136.54995,0.00436,-0.00436,0.708,0.234,-0.487,2.186,0.12,-0.12,521.0,36.4,-36.4,1.2,0.08,-0.1,494.0,14.05,3.1,-3.19,15.9,4.0,3950.0,70.0,-86.0,4.754,0.042,-0.031,0.493,0.033,-0.04,286.07913,39.27832,15.954
FALSE POSITIVE,0.0,0,0,1,0,1.876406096,3.56e-06,-3.56e-06,133.12761,0.00161,-0.00161,0.302,0.341,-0.302,1.531,0.236,-0.236,434.0,18.1,-18.1,1.57,0.22,-0.14,1192.0,476.68,228.59,-124.34,37.0,1.0,5198.0,169.0,-154.0,4.6,0.03,-0.09,0.759,0.107,-0.066,291.23114,50.56702,15.202
CANDIDATE,0.975,0,1,0,0,0.518060209,3.75e-06,-3.75e-06,131.9425,0.01,-0.01,1.262,0.964,-0.018,1.8062,0.0203,-0.0203,2260.0,20.2,-20.2,61.49,39.0,-39.0,2921.0,17224.79,36246.56,-15191.5,140.6,1.0,5405.0,208.0,-170.0,3.853,0.77,-0.33,1.772,1.123,-1.123,296.18478,43.980751,14.463
CONFIRMED,0.999,0,0,0,0,99.2532336,0.000916,-0.000916,148.53067,0.00838,-0.00838,0.947,0.005,-0.674,7.208,0.226,-0.226,538.0,30.6,-30.6,2.17,0.15,-0.08,300.0,1.93,0.44,-0.29,20.5,1.0,5010.0,100.0,-100.0,4.623,0.014,-0.052,0.715,0.047,-0.029,285.71741,44.758419,14.699
CONFIRMED,1.0,0,0,0,0,2.806243488,7.52e-06,-7.52e-06,133.7314,0.00203,-0.00203,0.043,0.41,-0.043,1.6271,0.0701,-0.0701,600.0,30.1,-30.1,1.41,0.06,-0.08,771.0,83.53,15.48,-14.77,22.4,1.0,4153.0,83.0,-91.0,4.684,0.023,-0.025,0.581,0.027,-0.03,289.29065,51.40889,15.988
CANDIDATE,0.972,0,0,0,0,31.4452709,0.00017,-0.00017,154.58136,0.00513,-0.00513,0.97,0.006,-0.725,1.758,0.108,-0.108,531.0,48.1,-48.1,4.55,0.93,-0.77,721.0,63.78,33.3,-22.03,12.7,3.0,6172.0,74.0,-86.0,4.198,0.13,-0.13,1.471,0.301,-0.247,297.47711,39.877239,14.806
FALSE POSITIVE,0.0,0,0,1,0,2.41795911,3.04e-05,-3.04e-05,132.5063,0.0115,-0.0115,0.145,0.318,-0.144,2.727,0.351,-0.351,101.0,12.5,-12.5,0.53,0.03,-0.04,878.0,140.54,39.1,-31.93,10.1,1.0,4623.0,139.0,-139.0,4.719,0.046,-0.032,0.534,0.035,-0.035,291.20007,39.053982,15.121
